id_istance,predicted linking,correct linking
1069,"    private static void cancelUpdateWithDownloadManager(final Context context,
final String clientId, final DownloadManager manager) {
synchronized (sSharedIdProtector) {
final long metadataDownloadId =
MetadataDbHelper.getMetadataDownloadIdForClient(context, clientId);
if (NOT_AN_ID == metadataDownloadId) return;
manager.remove(metadataDownloadId);
<start>writeMetadataDownloadId(context,
MetadataDbHelper.getMetadataUriAsString(context, clientId), NOT_AN_ID);<end>
}
//comment
//comment
<start>for (UpdateEventListener listener : linkedCopyOfList(sUpdateEventListeners)) {
listener.downloadedMetadata(false);
}<end>
}","    private static void cancelUpdateWithDownloadManager(final Context context,
final String clientId, final DownloadManager manager) {
synchronized (sSharedIdProtector) {
final long metadataDownloadId =
MetadataDbHelper.getMetadataDownloadIdForClient(context, clientId);
if (NOT_AN_ID == metadataDownloadId) return;
manager.remove(metadataDownloadId);
writeMetadataDownloadId(context,
MetadataDbHelper.getMetadataUriAsString(context, clientId), NOT_AN_ID);
}
//comment
//comment
<start>for (UpdateEventListener listener : linkedCopyOfList(sUpdateEventListeners)) {
listener.downloadedMetadata(false);
}<end>
}"
1070,"    private void setReleasedKeyGraphics(final Key key) {
mDrawingProxy.dismissKeyPreview(this);
if (key == null) {
return;
}

//comment
<start>updateReleaseKeyGraphics(key);<end>

if (key.isShift()) {
for (final Key shiftKey : mKeyboard.mShiftKeys) {
<start>if (shiftKey != key) {
updateReleaseKeyGraphics(shiftKey);
}<end>
}
}

if (key.altCodeWhileTyping()) {
final int altCode = key.getAltCode();
final Key altKey = mKeyboard.getKey(altCode);
if (altKey != null) {
updateReleaseKeyGraphics(altKey);
}
for (final Key k : mKeyboard.mAltCodeKeysWhileTyping) {
if (k != key && k.getAltCode() == altCode) {
updateReleaseKeyGraphics(k);
}
}
}
}","    private void setReleasedKeyGraphics(final Key key) {
mDrawingProxy.dismissKeyPreview(this);
if (key == null) {
return;
}

//comment
<start>updateReleaseKeyGraphics(key);<end>

if (key.isShift()) {
for (final Key shiftKey : mKeyboard.mShiftKeys) {
if (shiftKey != key) {
updateReleaseKeyGraphics(shiftKey);
}
}
}

if (key.altCodeWhileTyping()) {
final int altCode = key.getAltCode();
final Key altKey = mKeyboard.getKey(altCode);
if (altKey != null) {
updateReleaseKeyGraphics(altKey);
}
for (final Key k : mKeyboard.mAltCodeKeysWhileTyping) {
if (k != key && k.getAltCode() == altCode) {
updateReleaseKeyGraphics(k);
}
}
}
}"
1071,"public void enableMMSConformanceMode(int textLeft, int textTop,
int imageLeft, int imageTop) {
mConformanceMode = true;
if (mScrollViewPort == null) {
mScrollViewPort = new ScrollView(mContext) {
private int mBottomY;
@Override
protected void onLayout(boolean changed, int left, int top, int right, int bottom) {
super.onLayout(changed, left, top, right, bottom);
if (getChildCount() > 0) {
int childHeight = getChildAt(0).getHeight();
int height = getHeight();
mBottomY = height < childHeight ? childHeight - height : 0;
}
}
@Override
protected void onScrollChanged(int l, int t, int oldl, int oldt) {
//comment
if (t == 0 || t >= mBottomY){
if (mMediaController != null
&& !((SlideshowActivity) mContext).isFinishing()) {
mMediaController.show();
}
}
}
};
mScrollViewPort.setScrollBarStyle(SCROLLBARS_INSIDE_OVERLAY);
mViewPort = new LinearLayout(mContext);
mViewPort.setOrientation(LinearLayout.VERTICAL);
mViewPort.setGravity(Gravity.CENTER);
mViewPort.setOnClickListener(new OnClickListener() {
public void onClick(View v) {
if (mMediaController != null) {
mMediaController.show();
}
}
});
mScrollViewPort.addView(mViewPort, new FrameLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutParams.WRAP_CONTENT));
addView(mScrollViewPort);
}
//comment
//comment
TreeMap<Position, View> viewsByPosition = new TreeMap<Position, View>(new Comparator<Position>() {
public int compare(Position p1, Position p2) {
int l1 = p1.mLeft;
int t1 = p1.mTop;
int l2 = p2.mLeft;
int t2 = p2.mTop;
int res = t1 - t2;
if (res == 0) {
res = l1 - l2;
}
<start>if (res == 0) {
//comment
return -1;
}<end>
return res;
}
});
if (textLeft >=0 && textTop >=0) {
mTextView = new TextView(mContext);
mTextView.setTransformationMethod(HideReturnsTransformationMethod.getInstance());
mTextView.setTextSize(18);
mTextView.setPadding(5, 5, 5, 5);
viewsByPosition.put(new Position(textLeft, textTop), mTextView);
}

if (imageLeft >=0 && imageTop >=0) {
mImageView = new ImageView(mContext);
mImageView.setPadding(0, 5, 0, 5);
viewsByPosition.put(new Position(imageLeft, imageTop), mImageView);
//comment
//comment
mVideoView = new VideoView(mContext);
viewsByPosition.put(new Position(imageLeft + 1, imageTop), mVideoView);
}
for (View view : viewsByPosition.values()) {
if (view instanceof VideoView) {
mViewPort.addView(view, new LinearLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutManager.getInstance().getLayoutParameters().getHeight()));
} else {
mViewPort.addView(view, new LinearLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutParams.WRAP_CONTENT));
}
view.setVisibility(View.GONE);
}
}","public void enableMMSConformanceMode(int textLeft, int textTop,
int imageLeft, int imageTop) {
mConformanceMode = true;
if (mScrollViewPort == null) {
mScrollViewPort = new ScrollView(mContext) {
private int mBottomY;
@Override
protected void onLayout(boolean changed, int left, int top, int right, int bottom) {
super.onLayout(changed, left, top, right, bottom);
if (getChildCount() > 0) {
int childHeight = getChildAt(0).getHeight();
int height = getHeight();
mBottomY = height < childHeight ? childHeight - height : 0;
}
}
@Override
protected void onScrollChanged(int l, int t, int oldl, int oldt) {
//comment
if (t == 0 || t >= mBottomY){
if (mMediaController != null
&& !((SlideshowActivity) mContext).isFinishing()) {
mMediaController.show();
}
}
}
};
mScrollViewPort.setScrollBarStyle(SCROLLBARS_INSIDE_OVERLAY);
mViewPort = new LinearLayout(mContext);
mViewPort.setOrientation(LinearLayout.VERTICAL);
mViewPort.setGravity(Gravity.CENTER);
mViewPort.setOnClickListener(new OnClickListener() {
public void onClick(View v) {
if (mMediaController != null) {
mMediaController.show();
}
}
});
mScrollViewPort.addView(mViewPort, new FrameLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutParams.WRAP_CONTENT));
addView(mScrollViewPort);
}
//comment
//comment
TreeMap<Position, View> viewsByPosition = new TreeMap<Position, View>(new Comparator<Position>() {
public int compare(Position p1, Position p2) {
int l1 = p1.mLeft;
int t1 = p1.mTop;
int l2 = p2.mLeft;
int t2 = p2.mTop;
int res = t1 - t2;
if (res == 0) {
res = l1 - l2;
}
<start>if (res == 0) {
//comment
return -1;
}<end>
return res;
}
});
if (textLeft >=0 && textTop >=0) {
mTextView = new TextView(mContext);
mTextView.setTransformationMethod(HideReturnsTransformationMethod.getInstance());
mTextView.setTextSize(18);
mTextView.setPadding(5, 5, 5, 5);
viewsByPosition.put(new Position(textLeft, textTop), mTextView);
}

if (imageLeft >=0 && imageTop >=0) {
mImageView = new ImageView(mContext);
mImageView.setPadding(0, 5, 0, 5);
viewsByPosition.put(new Position(imageLeft, imageTop), mImageView);
//comment
//comment
mVideoView = new VideoView(mContext);
viewsByPosition.put(new Position(imageLeft + 1, imageTop), mVideoView);
}
for (View view : viewsByPosition.values()) {
if (view instanceof VideoView) {
mViewPort.addView(view, new LinearLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutManager.getInstance().getLayoutParameters().getHeight()));
} else {
mViewPort.addView(view, new LinearLayout.LayoutParams(LayoutParams.MATCH_PARENT,
LayoutParams.WRAP_CONTENT));
}
view.setVisibility(View.GONE);
}
}"
1072,"    public void placeCall(Intent intent) {
log(""placeCall()...  intent = "" + intent);
if (VDBG) log(""                extras = "" + intent.getExtras());

final InCallUiState inCallUiState = mApp.inCallUiState;

//comment
//comment
//comment

if (intent == null) {
Log.wtf(TAG, ""placeCall: called with null intent"");
throw new IllegalArgumentException(""placeCall: called with null intent"");
}

String action = intent.getAction();
Uri uri = intent.getData();
if (uri == null) {
Log.wtf(TAG, ""placeCall: intent had no data"");
throw new IllegalArgumentException(""placeCall: intent had no data"");
}

String scheme = uri.getScheme();
String number = PhoneNumberUtils.getNumberFromIntent(intent, mApp);
if (VDBG) {
log(""- action: "" + action);
log(""- uri: "" + uri);
log(""- scheme: "" + scheme);
log(""- number: "" + number);
}

//comment
//comment
//comment
if (!(Intent.ACTION_CALL.equals(action)
|| Intent.ACTION_CALL_EMERGENCY.equals(action)
|| Intent.ACTION_CALL_PRIVILEGED.equals(action))) {
Log.wtf(TAG, ""placeCall: unexpected intent action "" + action);
throw new IllegalArgumentException(""Unexpected action: "" + action);
}

//comment
//comment
//comment
Phone phone = mApp.mCM.getDefaultPhone();
if (TelephonyCapabilities.supportsOtasp(phone)) {
checkForOtaspCall(intent);
}

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
mApp.setRestoreMuteOnInCallResume(false);

//comment
//comment
//comment
if (PhoneUtils.hasPhoneProviderExtras(intent)) {
inCallUiState.setProviderInfo(intent);
} else {
inCallUiState.clearProviderInfo();
}

CallStatusCode status = placeCallInternal(intent);

switch (status) {
//comment
case SUCCESS:
case EXITED_ECM:
if (DBG) log(""==> placeCall(): success from placeCallInternal(): "" + status);

if (status == CallStatusCode.EXITED_ECM) {
//comment
//comment
inCallUiState.setPendingCallStatusCode(CallStatusCode.EXITED_ECM);
} else {
//comment
//comment
//comment
inCallUiState.clearPendingCallStatusCode();
}

//comment
//comment
<start>mApp.setBeginningCall(true);<end>
break;

default:
//comment
log(""==> placeCall(): failure code from placeCallInternal(): "" + status);
//comment
//comment
//comment
//comment
handleOutgoingCallError(status);
break;
}

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment

mApp.displayCallScreen();

//comment
PhoneUtils.turnOnNoiseSuppression(mApp.getApplicationContext(), true);
}","    public void placeCall(Intent intent) {
log(""placeCall()...  intent = "" + intent);
if (VDBG) log(""                extras = "" + intent.getExtras());

final InCallUiState inCallUiState = mApp.inCallUiState;

//comment
//comment
//comment

if (intent == null) {
Log.wtf(TAG, ""placeCall: called with null intent"");
throw new IllegalArgumentException(""placeCall: called with null intent"");
}

String action = intent.getAction();
Uri uri = intent.getData();
if (uri == null) {
Log.wtf(TAG, ""placeCall: intent had no data"");
throw new IllegalArgumentException(""placeCall: intent had no data"");
}

String scheme = uri.getScheme();
String number = PhoneNumberUtils.getNumberFromIntent(intent, mApp);
if (VDBG) {
log(""- action: "" + action);
log(""- uri: "" + uri);
log(""- scheme: "" + scheme);
log(""- number: "" + number);
}

//comment
//comment
//comment
if (!(Intent.ACTION_CALL.equals(action)
|| Intent.ACTION_CALL_EMERGENCY.equals(action)
|| Intent.ACTION_CALL_PRIVILEGED.equals(action))) {
Log.wtf(TAG, ""placeCall: unexpected intent action "" + action);
throw new IllegalArgumentException(""Unexpected action: "" + action);
}

//comment
//comment
//comment
Phone phone = mApp.mCM.getDefaultPhone();
if (TelephonyCapabilities.supportsOtasp(phone)) {
checkForOtaspCall(intent);
}

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
mApp.setRestoreMuteOnInCallResume(false);

//comment
//comment
//comment
if (PhoneUtils.hasPhoneProviderExtras(intent)) {
inCallUiState.setProviderInfo(intent);
} else {
inCallUiState.clearProviderInfo();
}

CallStatusCode status = placeCallInternal(intent);

switch (status) {
//comment
case SUCCESS:
case EXITED_ECM:
if (DBG) log(""==> placeCall(): success from placeCallInternal(): "" + status);

if (status == CallStatusCode.EXITED_ECM) {
//comment
//comment
inCallUiState.setPendingCallStatusCode(CallStatusCode.EXITED_ECM);
} else {
//comment
//comment
//comment
inCallUiState.clearPendingCallStatusCode();
}

//comment
//comment
<start>mApp.setBeginningCall(true);<end>
break;

default:
//comment
log(""==> placeCall(): failure code from placeCallInternal(): "" + status);
//comment
//comment
//comment
//comment
handleOutgoingCallError(status);
break;
}

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment

//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment
//comment

mApp.displayCallScreen();

//comment
PhoneUtils.turnOnNoiseSuppression(mApp.getApplicationContext(), true);
}"
1073,"        void trigger() {
boolean reportChange = false;
synchronized (mLock) {
if (mTriggerPending) {
final long nowElapsed = sElapsedRealtimeClock.millis();
if (mJobStatus.setContentTriggerConstraintSatisfied(nowElapsed, true)) {
reportChange = true;
}
unscheduleLocked();
}
}
//comment
//comment
<start>if (reportChange) {
mStateChangedListener.onControllerStateChanged();
}<end>
}","        void trigger() {
boolean reportChange = false;
synchronized (mLock) {
if (mTriggerPending) {
final long nowElapsed = sElapsedRealtimeClock.millis();
if (mJobStatus.setContentTriggerConstraintSatisfied(nowElapsed, true)) {
reportChange = true;
}
unscheduleLocked();
}
}
//comment
//comment
<start>if (reportChange) {
mStateChangedListener.onControllerStateChanged();
}<end>
}"
1075,"public void onItemCheckedStateChanged(ActionMode mode, int position, long id,
boolean checked) {
ListView lv = getListView();
int numChecked = lv.getCheckedItemCount();
mode.setTitle(String.format(mNumSelectedFormat, numChecked, mAdapter.getCount()));

//comment
<start>SparseBooleanArray checkedItems = lv.getCheckedItemPositions();
long selectedDataSize = 0;
if (numChecked > 0) {
for (int i = 0; i < mDataCount; i++) {
if (checkedItems.get(i)) {
//comment
selectedDataSize += mAdapter.getItem(i).mSize;
}
}
}<end>
mode.setSubtitle(String.format(mNumBytesSelectedFormat,
Formatter.formatFileSize(mContext, selectedDataSize),
Formatter.formatFileSize(mContext, mAdapter.getDataSize())));
}","public void onItemCheckedStateChanged(ActionMode mode, int position, long id,
boolean checked) {
ListView lv = getListView();
int numChecked = lv.getCheckedItemCount();
mode.setTitle(String.format(mNumSelectedFormat, numChecked, mAdapter.getCount()));

//comment
<start>SparseBooleanArray checkedItems = lv.getCheckedItemPositions();
long selectedDataSize = 0;
if (numChecked > 0) {
for (int i = 0; i < mDataCount; i++) {
if (checkedItems.get(i)) {
//comment
selectedDataSize += mAdapter.getItem(i).mSize;
}
}
}<end>
mode.setSubtitle(String.format(mNumBytesSelectedFormat,
Formatter.formatFileSize(mContext, selectedDataSize),
Formatter.formatFileSize(mContext, mAdapter.getDataSize())));
}"
1076,"public int runDx(Arguments arguments) throws IOException {

//comment
errors.set(0);
//comment
//comment
<start>libraryDexBuffers.clear();<end>

args = arguments;
args.makeOptionsObjects();

OutputStream humanOutRaw = null;
if (args.humanOutName != null) {
humanOutRaw = openOutput(args.humanOutName);
humanOutWriter = new OutputStreamWriter(humanOutRaw);
}

try {
if (args.multiDex) {
return runMultiDex();
} else {
return runMonoDex();
}
} finally {
closeOutput(humanOutRaw);
}
}","public int runDx(Arguments arguments) throws IOException {

//comment
errors.set(0);
//comment
//comment
<start>libraryDexBuffers.clear();<end>

args = arguments;
args.makeOptionsObjects();

OutputStream humanOutRaw = null;
if (args.humanOutName != null) {
humanOutRaw = openOutput(args.humanOutName);
humanOutWriter = new OutputStreamWriter(humanOutRaw);
}

try {
if (args.multiDex) {
return runMultiDex();
} else {
return runMonoDex();
}
} finally {
closeOutput(humanOutRaw);
}
}"
1078,"        @Override
public String getDeviceId() {
try {
EmailAsyncTask.runAsyncSerial(new Runnable() {
@Override
public void run() {
//comment
EmailServiceUtils.startRemoteServices(mContext);
//comment
<start>DebugUtils.updateLoggingFlags(mContext);<end>
}});
return Device.getDeviceId(mContext);
} catch (IOException e) {
return null;
}
}","        @Override
public String getDeviceId() {
try {
EmailAsyncTask.runAsyncSerial(new Runnable() {
@Override
public void run() {
//comment
EmailServiceUtils.startRemoteServices(mContext);
//comment
<start>DebugUtils.updateLoggingFlags(mContext);<end>
}});
return Device.getDeviceId(mContext);
} catch (IOException e) {
return null;
}
}"
1081,"    @Override
public void changeCursor(int partitionIndex, Cursor cursor) {
if (partitionIndex >= getPartitionCount()) {
//comment
return;
}

Partition partition = getPartition(partitionIndex);
if (partition instanceof DirectoryPartition) {
((DirectoryPartition)partition).setStatus(DirectoryPartition.STATUS_LOADED);
}

if (mDisplayPhotos && mPhotoLoader != null && isPhotoSupported(partitionIndex)) {
mPhotoLoader.refreshCache();
}

super.changeCursor(partitionIndex, cursor);

if (isSectionHeaderDisplayEnabled() && partitionIndex == getIndexedPartition()) {
updateIndexer(cursor);
}

//comment
<start>mPhotoLoader.cancelPendingRequests(mFragmentRootView);<end>
}","    @Override
public void changeCursor(int partitionIndex, Cursor cursor) {
if (partitionIndex >= getPartitionCount()) {
//comment
return;
}

Partition partition = getPartition(partitionIndex);
if (partition instanceof DirectoryPartition) {
((DirectoryPartition)partition).setStatus(DirectoryPartition.STATUS_LOADED);
}

if (mDisplayPhotos && mPhotoLoader != null && isPhotoSupported(partitionIndex)) {
mPhotoLoader.refreshCache();
}

super.changeCursor(partitionIndex, cursor);

if (isSectionHeaderDisplayEnabled() && partitionIndex == getIndexedPartition()) {
updateIndexer(cursor);
}

//comment
<start>mPhotoLoader.cancelPendingRequests(mFragmentRootView);<end>
}"
1084,"    public boolean revokeRuntimePermissions(boolean fixedByTheUser, String[] filterPermissions) {
boolean killApp = false;
boolean wasAllRevoked = true;

//comment
//comment
//comment
for (Permission permission : mPermissions.values()) {
if (filterPermissions != null
&& !ArrayUtils.contains(filterPermissions, permission.getName())) {
continue;
}

//comment
if (permission.isSystemFixed()) {
wasAllRevoked = false;
break;
}

if (mAppSupportsRuntimePermissions) {
//comment
if (permission.isGranted()) {
permission.setGranted(false);
}

//comment
if (fixedByTheUser) {
//comment
if (permission.isUserSet() || !permission.isUserFixed()) {
permission.setUserSet(false);
permission.setUserFixed(true);
}
} else {
if (!permission.isUserSet() || permission.isUserFixed()) {
permission.setUserSet(true);
permission.setUserFixed(false);
}
}

if (permission.affectsAppOp()) {
permission.setAppOpAllowed(false);
}
} else {
//comment
if (!permission.isGranted()) {
continue;
}

//comment
//comment
if (permission.affectsAppOp()) {
<start>if (permission.isAppOpAllowed()) {
permission.setAppOpAllowed(false);

//comment
//comment
//comment
killApp = true;
}<end>

//comment
if (!permission.isRevokedCompat()) {
permission.setRevokedCompat(true);
}
}
}
}

if (!mDelayChanges) {
persistChanges(false);

if (killApp) {
killApp(KILL_REASON_APP_OP_CHANGE);
}
}

return wasAllRevoked;
}","    public boolean revokeRuntimePermissions(boolean fixedByTheUser, String[] filterPermissions) {
boolean killApp = false;
boolean wasAllRevoked = true;

//comment
//comment
//comment
for (Permission permission : mPermissions.values()) {
if (filterPermissions != null
&& !ArrayUtils.contains(filterPermissions, permission.getName())) {
continue;
}

//comment
if (permission.isSystemFixed()) {
wasAllRevoked = false;
break;
}

if (mAppSupportsRuntimePermissions) {
//comment
if (permission.isGranted()) {
permission.setGranted(false);
}

//comment
if (fixedByTheUser) {
//comment
if (permission.isUserSet() || !permission.isUserFixed()) {
permission.setUserSet(false);
permission.setUserFixed(true);
}
} else {
if (!permission.isUserSet() || permission.isUserFixed()) {
permission.setUserSet(true);
permission.setUserFixed(false);
}
}

if (permission.affectsAppOp()) {
permission.setAppOpAllowed(false);
}
} else {
//comment
if (!permission.isGranted()) {
continue;
}

//comment
//comment
<start>if (permission.affectsAppOp()) {
if (permission.isAppOpAllowed()) {
permission.setAppOpAllowed(false);<end>

//comment
//comment
//comment
<start>killApp = true;
}<end>

//comment
<start>if (!permission.isRevokedCompat()) {
permission.setRevokedCompat(true);
}
}<end>
}
}

if (!mDelayChanges) {
persistChanges(false);

if (killApp) {
killApp(KILL_REASON_APP_OP_CHANGE);
}
}

return wasAllRevoked;
}"
1087,"public final boolean isLongPressEnabled() {
//comment
return (mActionFlags & ACTION_FLAGS_ENABLE_LONG_PRESS) != 0
&& (mLabelFlags & LABEL_FLAGS_SHIFTED_LETTER_ACTIVATED) == 0;
}","public final boolean isLongPressEnabled() {
//comment
<start>return (mActionFlags & ACTION_FLAGS_ENABLE_LONG_PRESS) != 0
&& (mLabelFlags & LABEL_FLAGS_SHIFTED_LETTER_ACTIVATED) == 0;<end>
}"
1088,"@Override
public boolean onPreferenceTreeClick(PreferenceScreen preferenceScreen, Preference preference) {
if (preference == mButtonDTMF) {
return true;
} else if (preference == mDialpadAutocomplete) {
Settings.Secure.putInt(getContentResolver(), Settings.Secure.DIALPAD_AUTOCOMPLETE,
mDialpadAutocomplete.isChecked() ? 1 : 0);
} else if (preference == mButtonTTY) {
return true;
} else if (preference == mButtonAutoRetry) {
android.provider.Settings.Global.putInt(mPhone.getContext().getContentResolver(),
android.provider.Settings.Global.CALL_AUTO_RETRY,
mButtonAutoRetry.isChecked() ? 1 : 0);
return true;
} else if (preference == mButtonHAC) {
int hac = mButtonHAC.isChecked() ? 1 : 0;
//comment
Settings.System.putInt(mPhone.getContext().getContentResolver(),
Settings.System.HEARING_AID, hac);

//comment
<start>mAudioManager.setParameter(HAC_KEY, hac != 0 ? HAC_VAL_ON : HAC_VAL_OFF);<end>
return true;
<start>} else if (preference == mButtonXDivert) {<end>
processXDivert();
<start>return true;<end>
}
return false;
}","@Override
public boolean onPreferenceTreeClick(PreferenceScreen preferenceScreen, Preference preference) {
if (preference == mButtonDTMF) {
return true;
} else if (preference == mDialpadAutocomplete) {
Settings.Secure.putInt(getContentResolver(), Settings.Secure.DIALPAD_AUTOCOMPLETE,
mDialpadAutocomplete.isChecked() ? 1 : 0);
} else if (preference == mButtonTTY) {
return true;
} else if (preference == mButtonAutoRetry) {
android.provider.Settings.Global.putInt(mPhone.getContext().getContentResolver(),
android.provider.Settings.Global.CALL_AUTO_RETRY,
mButtonAutoRetry.isChecked() ? 1 : 0);
return true;
} else if (preference == mButtonHAC) {
int hac = mButtonHAC.isChecked() ? 1 : 0;
//comment
Settings.System.putInt(mPhone.getContext().getContentResolver(),
Settings.System.HEARING_AID, hac);

//comment
<start>mAudioManager.setParameter(HAC_KEY, hac != 0 ? HAC_VAL_ON : HAC_VAL_OFF);<end>
return true;
} else if (preference == mButtonXDivert) {
processXDivert();
return true;
}
return false;
}"
1090,"public void changeDirectories(Cursor cursor) {
if (cursor.getCount() == 0) {
//comment
//comment
Log.e(TAG, ""Directory search loader returned an empty cursor, which implies we have "" +
""no directory entries."", new RuntimeException());
return;
}
HashSet<Long> directoryIds = new HashSet<Long>();

int idColumnIndex = cursor.getColumnIndex(Directory._ID);
int directoryTypeColumnIndex = cursor.getColumnIndex(DirectoryListLoader.DIRECTORY_TYPE);
int displayNameColumnIndex = cursor.getColumnIndex(Directory.DISPLAY_NAME);
int photoSupportColumnIndex = cursor.getColumnIndex(Directory.PHOTO_SUPPORT);

//comment
//comment
cursor.moveToPosition(-1);
while (cursor.moveToNext()) {
long id = cursor.getLong(idColumnIndex);
directoryIds.add(id);
if (getPartitionByDirectoryId(id) == -1) {
DirectoryPartition partition = new DirectoryPartition(false, true);
partition.setDirectoryId(id);
if (DirectoryCompat.isRemoteDirectoryId(id)) {
if (DirectoryCompat.isEnterpriseDirectoryId(id)) {
partition.setLabel(mContext.getString(R.string.directory_search_label_work));
} else {
partition.setLabel(mContext.getString(R.string.directory_search_label));
}
} else {
if (DirectoryCompat.isEnterpriseDirectoryId(id)) {
partition.setLabel(mContext.getString(R.string.list_filter_phones_work));
} else {
partition.setLabel(mDefaultFilterHeaderText.toString());
}
}
partition.setDirectoryType(cursor.getString(directoryTypeColumnIndex));
partition.setDisplayName(cursor.getString(displayNameColumnIndex));
int photoSupport = cursor.getInt(photoSupportColumnIndex);
partition.setPhotoSupported(photoSupport == Directory.PHOTO_SUPPORT_THUMBNAIL_ONLY
|| photoSupport == Directory.PHOTO_SUPPORT_FULL);
addPartition(partition);
}
}

//comment
int count = getPartitionCount();
for (int i = count; --i >= 0; ) {
Partition partition = getPartition(i);
if (partition instanceof DirectoryPartition) {
long id = ((DirectoryPartition)partition).getDirectoryId();
if (!directoryIds.contains(id)) {
removePartition(i);
}
}
}

invalidate();
notifyDataSetChanged();
}","public void changeDirectories(Cursor cursor) {
if (cursor.getCount() == 0) {
//comment
//comment
Log.e(TAG, ""Directory search loader returned an empty cursor, which implies we have "" +
""no directory entries."", new RuntimeException());
return;
}
HashSet<Long> directoryIds = new HashSet<Long>();

int idColumnIndex = cursor.getColumnIndex(Directory._ID);
int directoryTypeColumnIndex = cursor.getColumnIndex(DirectoryListLoader.DIRECTORY_TYPE);
int displayNameColumnIndex = cursor.getColumnIndex(Directory.DISPLAY_NAME);
int photoSupportColumnIndex = cursor.getColumnIndex(Directory.PHOTO_SUPPORT);

//comment
//comment
cursor.moveToPosition(-1);
while (cursor.moveToNext()) {
long id = cursor.getLong(idColumnIndex);
directoryIds.add(id);
if (getPartitionByDirectoryId(id) == -1) {
DirectoryPartition partition = new DirectoryPartition(false, true);
partition.setDirectoryId(id);
if (DirectoryCompat.isRemoteDirectoryId(id)) {
if (DirectoryCompat.isEnterpriseDirectoryId(id)) {
partition.setLabel(mContext.getString(R.string.directory_search_label_work));
} else {
partition.setLabel(mContext.getString(R.string.directory_search_label));
}
} else {
if (DirectoryCompat.isEnterpriseDirectoryId(id)) {
partition.setLabel(mContext.getString(R.string.list_filter_phones_work));
} else {
partition.setLabel(mDefaultFilterHeaderText.toString());
}
}
partition.setDirectoryType(cursor.getString(directoryTypeColumnIndex));
partition.setDisplayName(cursor.getString(displayNameColumnIndex));
int photoSupport = cursor.getInt(photoSupportColumnIndex);
partition.setPhotoSupported(photoSupport == Directory.PHOTO_SUPPORT_THUMBNAIL_ONLY
|| photoSupport == Directory.PHOTO_SUPPORT_FULL);
addPartition(partition);
}
}

//comment
<start>int count = getPartitionCount();
for (int i = count; --i >= 0; ) {
Partition partition = getPartition(i);
if (partition instanceof DirectoryPartition) {
long id = ((DirectoryPartition)partition).getDirectoryId();
if (!directoryIds.contains(id)) {
removePartition(i);
}
}
}<end>

invalidate();
notifyDataSetChanged();
}"
1091,"public static void hide(final View view, final int visibility) {
if (FADE_DBG) log(""Fade: HIDE view "" + view + ""..."");
if (view.getVisibility() == View.VISIBLE &&
<start>(visibility == View.INVISIBLE || visibility == View.GONE)) {<end>

//comment
//comment
<start>view.setTag(FADE_STATE_KEY, FADING_OUT);<end>

view.animate().cancel();
view.animate().setDuration(ANIMATION_DURATION);
view.animate().alpha(0f).setListener(new AnimatorListenerAdapter() {
@Override
public void onAnimationEnd(Animator animation) {
view.setAlpha(1);
view.setVisibility(visibility);
view.animate().setListener(null);
//comment
view.setTag(FADE_STATE_KEY, null);
if (FADE_DBG) log(""Fade: HIDE "" + view
+ "" DONE.  Set visibility = "" + visibility);
}
});
}
}","public static void hide(final View view, final int visibility) {
if (FADE_DBG) log(""Fade: HIDE view "" + view + ""..."");
if (view.getVisibility() == View.VISIBLE &&
(visibility == View.INVISIBLE || visibility == View.GONE)) {

//comment
//comment
<start>view.setTag(FADE_STATE_KEY, FADING_OUT);<end>

view.animate().cancel();
view.animate().setDuration(ANIMATION_DURATION);
view.animate().alpha(0f).setListener(new AnimatorListenerAdapter() {
@Override
public void onAnimationEnd(Animator animation) {
view.setAlpha(1);
view.setVisibility(visibility);
view.animate().setListener(null);
//comment
view.setTag(FADE_STATE_KEY, null);
if (FADE_DBG) log(""Fade: HIDE "" + view
+ "" DONE.  Set visibility = "" + visibility);
}
});
}
}"
